Generated_SELFIES	Generated_SMILES	Ground_Truth_SELFIES
[C][C][Branch2][Ring1][=Branch2][C][C][=Branch1][C][=O][N][=C][N][=C][C][=C][C][Ring1][#Branch2][Ring1][=Branch2][C][C][C][N][C][C][Ring1][=Branch1][N]	CC(C1C(=O)N=CN=CC=CC1C2CCNCC2)N	[C][O][C][=C][Branch2][Ring2][Branch1][C][=C][Branch1][=C][C][=C][C][Branch1][Ring2][O][Ring1][=Branch1][C][C][C][Ring1][Ring1][C][=Branch1][Ring2][=C][Ring1][=N][C][C][=C][N][=C][Branch1][=Branch1][N][=C][Ring1][=Branch1][N][N][O][C]
[C][N][C][=C][Branch2][Ring2][#C][N][Ring1][Branch1][C][=Branch1][#Branch1][=O][N][=N][N][Ring1][Branch1][C@H1][C@@H1][Branch1][Branch2][Ring1][Branch1][C@@H1][Branch1][P][C@H1][Branch1][Ring2][O][Ring1][Branch1][P][=Branch1][C][=O][Branch1][C][O][Branch1][C][O][O][O][O]	C12NC=CN1C(=O)[C@H1][C@@H1]2	[C][C][=N][C][=Branch2][Ring2][=Branch2][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][N][Branch1][Branch1][C][=N][Ring1][=Branch1][C@H1][C@@H1][Branch2][Ring1][Branch1][C@@H1][Branch1][P][C@H1][Branch1][Ring2][O][Ring1][Branch1][C][O][P][=Branch1][C][=O][Branch1][C][O][O][O][O][N]
[C][N][C@@H1][=N][C][=C][C][=C][Ring1][=Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N]	CN[C@@H1]=NC=CC1=CC=C(C=C1)N	[C][C][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1]
[C][O][C][=C][Branch2][Ring2][=Branch1][C][=C][Branch2][Ring1][=Branch1][C][=C][Branch1][=Branch1][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][=C][C][O][Ring1][C][C][=Branch1][C][=O][C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O]	COC=CC1=C(C=C(C=C1)OCC2=O)C=C(C=C2)OO	[C][O][C][=C][Branch2][Ring1][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][O][O][C@@H1][Branch1][=Branch2][C@H1][Branch1][Branch1][C][Ring1][=Branch2][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C]
[C][=C][C][=Branch2][Ring1][=Branch1][=C][C][=C][Ring1][=Branch1][C][O][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1]	C1=CC=CC=C1COOS(=O)(=O)[O-1]	[O].[O].[O].[O-1][S][=Branch1][C][=O][=Branch1][C][=O][O-1].[O][=V+2]
[C][C][C@H1][Branch1][C][C][C@@H1][Branch2][=Branch1][P][C][=Branch1][C][=O][N][C][C][C][C][Branch1][=N][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][NH3+1][C][=Branch1][C][=O][N][C][C][N][C@@H1][Branch1][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][C][Branch1][#Branch2][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][=Branch1][C][=O][O]	CC[C@H1](C)[C@@H1]C(=O)NCCC1C(C=CC=C1C(=O)[O-1])C(=O)NCCN[C@@H1](C)CNC(=O)N[C@@H1](C(C)C)CC(CC(=O)NC=O)C(=O)O	[C][C][C@H1][Branch1][C][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C@H1][Branch1][=N][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][N][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][NH1+1][=C][Branch1][C][N][N][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][NH1+1][=C][Branch1][C][N][N][N][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C@H1][Branch1][=N][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@@H1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch1]
[C][C][=Branch1][C][=O][N][C@@H1][C@H1][Branch2][#C][=Branch1][C@@H1][Branch2][O][Branch1][C@H1][Branch1][O][C@H1][Ring1][=Branch1][O][C@@H1][O][Ring1][C@H1][Branch2][Ring1][S][O][C@@H1][Branch1][=C][C@@H1][Branch1][Branch1][C@H1][Ring1][=Branch1][O][O][O][C@@H1][C@H1][Branch2][#Branch2][#Branch2][C@H1][Branch2][=Branch2][#Branch1][C@H1][Branch2][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][C@@H1][C@H1][Branch2][Branch2][Branch1][=Branch1][C@H1][Branch1][P][C@H1][Branch1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][C][O][O][O][C@@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][O][O][O][C@@H1][C@@H1][C@H1][Branch1][P][C@@H1][=N][Branch1][=Branch2][C@H1][C@H1][Branch1][Ring2][O][O][C][O][C][=Branch1][C][O][=Branch2][O][C@H1][Branch1][Branch1][Branch1][Ring1][O][Ring1][C@@H1][C@@H1][O][Branch1][=Branch1][C][Ring2][C@@H1][Branch1][O][O][C@H1][P][=N][Branch1][=Branch2][O][O][Ring2][C@@H1][O][C@H1][O][Branch1][=Branch1][C@@H1][C@H1][O][Branch1][Ring1][=Branch2][C@@H1][C@H1][Branch1][Branch1][O][Branch1][P][Ring1][Branch1][C@H1][Branch1][O][C@@H1][C@@H1][O][O][Ring1][Branch1][O][O][O][O][Branch1][=Branch1][=Branch1][C][C][C@H1][Branch1][C][C][O][O][=O][O][C][C][C][Branch1][O][N][O][C][C][O][C][O][C][C][O]	CC(=O)N1[C@@H1][C@H1][C@@H1]([C@H1]([C@H1]1O[C@@H1]=O)SO[C@@H1][C@@H1]([C@H1]O)OO[C@@H1][C@H1]2[C@H1]([C@H1][C@@H1]([C@H1](O2)CO)O[C@@H1][C@H1][C@H1]([C@H1](N[C@@H1][C@H1](O)CO)C)OOO[C@@H1][C@@H1]([C@H1]([C@H1][C@H1][C@H1]O)O)OO[C@@H1][C@@H1][C@H1]([C@@H1]=N[C@H1][C@H1](OOC)OCO)O[C@H1]3[C@@H1]4[C@@H1]OC3OO[C@H1]P=NOO4)[C@@H1][C@H1]O)P[C@H1]([C@@H1][C@@H1]OO)CC[C@H1](C)OOOOCCCNOCCOCOCCO	[C][C][=Branch1][C][=O][N][C@@H1][C@H1][Branch2][=C][#Branch2][C@@H1][Branch2][=C][Branch1][C@H1][Branch2][=N][#C][O][C@@H1][Ring1][=Branch1][O][C@H1][C@H1][Branch2][N][=Branch2][C@@H1][Branch2][N][Ring2][C@H1][Branch2][O][#Branch2][O][C@@H1][Ring1][=Branch1][O][C@@H1][C@@H1][Branch2][#Branch2][#C][C@H1][Branch2][Branch2][=C][O][C@@H1][Branch2][Branch2][Ring1][C@H1][Ring1][=Branch1][O][C@H1][C@@H1][Branch2][#Branch1][=Branch2][C@H1][Branch2][#Branch1][Ring2][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][C@H1][C@@H1][Branch2][=Branch1][C][C@H1][Branch1][=N][C@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][C@H1][C@@H1][Branch2][Ring2][#Branch1][C@H1][Branch2][Ring2][C][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][C@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][O][O][N][C][=Branch1][C][=O][C][O][O][O][C@H1][Branch1][Ring1][C][O][O][O][C@@H1][C@@H1][Branch2][Ring1][#Branch1][C][C@@][Branch1][O][O][C@@H1][Ring1][=Branch1][C@@H1][Branch1][Ring1][C][O][O][Branch1][=Branch1][C][=Branch1][C][=O][O][O][O][O][C@H1][Branch1][Ring1][C][O][O][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][N][C][O][O][O]
[C][C@H1][C@H1][Branch2][N][O][C@H1][Branch2][N][=Branch1][C@@H1][Branch2][N][Ring1][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][O][C@@H1][C@H1][Branch2][=Branch2][C][C@@H1][Branch2][=Branch2][=Branch1][C@H1][Branch2][=Branch2][P][O][C@H1][Ring1][=Branch1][O][C@H1][C@@H1][Branch2][#Branch1][=Branch1][C@H1][Branch1][=N][C][C@@H1][Branch1][=Branch2][Branch1][Ring2][O][Ring1][=Branch1][C][O][C][O][=Branch1][C][=O][C][C@@H1][C@H1][Branch2][#Branch1][C@H1][Branch2][Branch1][#Branch1][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][N][C][=Branch1][C][O][O][C@@H1][C@H1][C@@H1][Branch1][P][C@H1][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][C@H1][C@@H1][=N][Branch1][P][C@H1][C@H1][Branch1][Branch1][O][Ring1][=Branch1][C][C@H1][Branch1][O][C@@H1][C@@H1][Branch1][P][Branch1][C@H1][C@@H1][C@H1][Branch1][Ring1][C@H1][Branch1][=Branch2][Ring2][C@H1][C@@H1][O][C@H1][Branch1][Branch1][=Branch2][O][O][Branch1][C][C][=Branch1][O][Ring1][O][C][N][Ring2][C][C][O][O][C][O][O][O][=O][=Branch1][O][O][=O][O][C]	C1[C@H1]2[C@H1][C@H1][C@@H1][C@@H1](O2)O[C@@H1]3[C@H1]([C@@H1][C@H1]O[C@H1]3O[C@H1][C@@H1]([C@H1](C[C@@H1]1)OC=O)[C@H1][C@@H1][C@H1]([C@H1])OOCCC=NOOC)OOOOOOOOC	[C][C@H1][C@H1][Branch2][=N][#C][C@H1][Branch2][=N][#Branch2][C@@H1][Branch2][=N][Branch1][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][O][C][C@@H1][C@H1][Branch2][Ring1][Branch1][C@@H1][Branch1][P][C@H1][Branch1][Branch2][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][O][N][C][=Branch1][C][=O][C][O][O][C@H1][C@@H1][Branch2][#Branch2][Branch2][C@H1][Branch2][#Branch2][Ring1][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][C@H1][C@H1][Branch2][Branch2][P][C@H1][Branch2][Branch1][=N][C@@H1][Branch2][Branch1][Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][C@@H1][C@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][O][C@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][N][C][=Branch1][C][=O][C][O][O][C@@H1][C@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][O][C@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][N][C][=Branch1][C][=O][C][O][O][N][C][=Branch1][C][=O][C][O][O][O]
[C][C@H1][C@H1][Branch2][Branch1][P][C@H1][Branch2][Branch1][N][C@@H1][Branch2][Branch1][#Branch1][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][O][C@@H1][C@H1][Branch2][Ring2][#Branch2][C@H1][Branch2][Ring2][#Branch1][C@H1][Branch2][Ring1][=C][O][C@H1][Ring1][=Branch1][O][C@@H1][C@@H1][Branch2][Ring1][Ring1][C@H1][Branch1][=C][O][C][Branch1][C@@H1][Ring1][=Branch1][O][N][C][=Branch1][C][=O][C][O][C][O][C][O][O][O][O][O][O]	C[C@H1]1[C@H1][C@H1]([C@@H1]([C@@H1](O1)O[C@@H1]2[C@H1][C@H1][C@H1](O[C@H1]2O[C@@H1][C@@H1]([C@H1](OCONC(=O)C)OC)O)COOOO)O)O	[C][C@H1][C@H1][Branch2][=Branch1][C][C@H1][Branch2][Branch1][=N][C@@H1][Branch2][Branch1][Branch2][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][O][C@@H1][C@H1][Branch2][Ring2][#Branch2][C@H1][Branch2][Ring2][Branch1][C@H1][Branch2][Ring1][#C][O][C@H1][Ring1][=Branch1][O][C@@H1][C@H1][Branch2][Ring1][Ring1][O][C][Branch1][=C][C@@H1][Branch1][Branch1][C@H1][Ring1][=Branch1][O][N][C][=Branch1][C][=O][C][O][C][O][C][O][O][O][C][O][O][O]
[C][=C][Branch1][=Branch1][C][C][Branch1][Ring2][C][Ring1][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][C][C][=Branch1][C][=O][O-1][O]	C1=C(CCC1)CC(=O)[O-1]	[C][=C][Branch1][#C][C][=C][Branch1][=Branch1][O][C][Ring1][=Branch1][O][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1]
[C][Branch1][#Branch2][C][Branch1][=Branch1][C][=Branch1][C][=O][O][N]	CC(C(=O)O)N	[C][Branch1][#Branch2][C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][S]
[C][C][Branch1][C][C][C][C][C@@H1][C][C][Ring2][=C][Branch2][Ring2][Branch1][C@H1][Branch2][Ring2][Branch2][C@@H1][C@H1][C@@][Ring1][#Branch2][C][C][Ring1][=Branch1][Branch1][Branch1][C][C@@H1][C@H1][Branch1][P][C@@H1][Branch1][=N][C@H1][C@@H1][Branch1][=Branch2][C@H1][O][Ring1][=Branch1][C][O][O][O][O][O][O]	C#1C(C)CC[C@@H1]CC#1	[C][C@@H1][C][C][C@@H1][C@@H1][Ring1][Branch1][C][C@@][Branch2][Ring1][S][C@@H1][C][C@][Ring1][#Branch1][Branch2][Ring1][=Branch1][C@][Ring1][Branch1][Branch1][N][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][O][C][=O][C][O][C@H1][C@H1][Branch1][P][C@@H1][Branch1][=N][C@@H1][Branch1][Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][C][O][O]
[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][Ring1][N]	C12=CC=CC(=C1)C2	[C][=C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1]
[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][Ring1][=Branch1][Ring1]	C1=C2C=CC(=C1)C=CC#CCC=CC(=C2)C3=CC=C4C=C3SC#C4	[C][=C][C][=C][C][=C][C][=C][C][=Branch1][N][=C][C][Ring1][=Branch1][=C][C][Ring1][#Branch2][=C][Ring1][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=C]
[C][C@H1][Branch1][C][C][C][=Branch1][C][=O][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O][C][=C][C][=Branch1][C][=O][C][=C][C][=C][Ring1][=Branch1][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O]	C[C@H1](C)C(=O)C=C(C1=C)C=C(C=C1)OOC=CC(=O)C2=CC=CC=C2OO	[C][C][C@@H1][Branch1][C][C][C][=C][C][=Branch1][C][=O][C][=C][Branch1][Ring2][O][Ring1][#Branch1][C][=C][Branch1][#Branch1][C][=C][Ring1][#Branch1][C][O][C][=Branch1][C][=O][C][=C][Branch1][Branch1][C][Ring1][O][=O][C][=Branch1][=Branch1][=C][C][=C][Ring1][Branch2][O]
[C][Branch2][Ring1][Ring1][C@@H1][Branch1][#C][C][C@H1][Branch1][O][O][C][=Branch1][C][=O][P][=Branch1][C][=O][Branch1][C][O][O][O][O]	C([C@@H1]C[C@H1]OC(=O)P(=O)O)OOO	[C][Branch1][P][C@@H1][C@@H1][Branch1][N][C@H1][Branch1][Branch2][C][=Branch1][C][=O][O][Ring1][=Branch1][O][O][O][P][=Branch1][C][=O][Branch1][C][O][O]
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][Ring2][=C][N+1][=Branch1][C][=O][O-1]	C1=CC=C(C=C1)[N+1](=O)[O-1]	[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=C][Branch1][P][C][=Branch1][=N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][N][Cl]
[C][C][S][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch2][Ring1][Branch1][C][C@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@H1][Branch1][=Branch2][C@H1][Ring2][O][Ring1][=Branch1][C][O][O][O]	C1CSCCCCCCCCCCCCC(=O)OCCC[C@H1][C@@H1][C@H1][C@H1]([C@H1]1COO)O	[C][C][S][S][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C@@H1][C@@H1][Branch1][P][C@@H1][Branch1][=N][C@H1][Branch1][=Branch2][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][O][C][O][O][O]
[C][C][=C][Branch2][Branch1][Branch1][C][=C][C][=N][C][=Branch2][Ring2][P][=C][C][=C][=Branch2][=C][Branch2][Ring2][#Branch1][=C][Branch1][Ring2][N-1][Ring1][Branch1][C][C][=C][C][=C][C][Ring1][Branch1][=C][Branch1][S][C][Branch1][Ring2][=N][Ring1][Branch1][C][=C][Ring2][Ring2][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][C][Branch1][O][C][C][=Branch1][C][=O][O-1][Fe]	C1C=CC=CC=NC=CC=C1	[C][C][=C][Branch2][=Branch1][N][C][=C][C][=N][C][=Branch2][Branch1][Branch1][=C][C][=C][Branch2][Ring2][=C][C][=Branch2][Ring2][Branch1][=C][Branch1][Ring2][N-1][Ring1][Branch1][C][=C][C][=Branch2][Ring1][Branch2][=C][Branch1][S][C][=Branch1][Ring2][=N][Ring1][Branch1][C][=C][Ring2][Ring1][Branch1][N-1][Ring2][Ring1][Ring2][C][Branch1][C][C][S][C][C][Branch1][C][C][S][C][C][=Branch1][N][=C][Ring2][Ring1][N][C][C][C][=Branch1][C][=O][O-1][C][C][C][C][=Branch1][C][=O][O-1].[Fe]
[C][C][O][C][=Branch1][C][=O][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][N][=C][Branch1][Ring2][O][Ring1][=Branch1][C][C][C@H1][C@@H1][Branch2][Ring2][Ring2][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C@@H1][Branch1][P][C][=C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][O][O][C@@H1][Branch1][C][C][C][C][C][Branch2][Ring1][=Branch1][C][=C][C][Branch1][C][=C][Ring1][=Branch1][O][P][=Branch1][C][=O][Branch1][Branch1][C][=Branch1][C][=O][O].[O][O]	CCOC(=O)C(=O)CC1C(=O)N=C(O1)CC[C@H1][C@@H1](C2=CC=C(C=C2)C(=O)[C@@H1](C=CC3=CC=C(C=C3)OCOO)[C@@H1]C)C4CCC=CC4(C)OP(=O)(C=O)O.OO	[C][C][C][C][Branch1][Ring2][C][Ring1][Branch1][C@@H1][Branch1][Ring2][C][C][#N][N][C][=C][Branch1][Branch1][C][=N][Ring1][Branch1][C][=C][C][=C][N][C][Ring1][Branch1][=N][C][=N][Ring1][=Branch2].[O][P][=Branch1][C][=O][Branch1][C][O][O]
[C][C][=Branch1][C][=O][O]	CC(=O)O	[C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C]
[C][C][N][Branch2][Ring1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][N][Ring1][=Branch1][C][C][C][=Branch1][C][=O][N][C][=N][C][=C][C][=C][Ring1][=Branch1][F][C][C][Branch1][C][C][F][F]	C1CN(CC1C2=CC=C(C=C2)CCNC)CC(=O)NC3=NC=CC=C3F	[C][C][N][Branch1][=C][C][C][C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=N][O][C][=Branch1][Ring2][=C][Ring1][Branch1][C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F]
[C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][Ring2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][C][O][N][Ring1][=Branch2][C][=C][C][=C][Branch1][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][Cl]	C1=CC=CC=C1N2C(=CC=C)SCON2C3=CC=C(C=C3)Cl	[C][=C][C][=Branch2][Ring2][Ring2][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][S][C][Branch1][=C][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][N][C][=C][N][=C][Ring1][Branch1][Cl]
[C][Branch1][Branch2][C][C][C][N][C][=Branch1][C][=O][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O][N]	C(CCCNC=O)OC(C(=O)O)C(=O)ON	[C][Branch2][Ring1][#Branch2][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O][C][N]
[C][C][Branch1][C][C][Branch2][Branch1][=N][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C@@H1][C@H1][Branch2][Ring1][N][C@H1][Branch2][Ring1][#Branch1][C@@H1][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][Branch2][Ring1][#C][C][=Branch1][C][=O][N][C][C][C][=Branch1][C][=O][N][C][C][S][C][=Branch1][C][=O][C][=C][C][=Branch1][C][O]	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H1]1[C@H1]([C@H1]([C@@H1](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H1]C(=O)NCCC(=O)NCCSC(=O)C=CCO	[C][C][Branch2][#Branch1][N][C][=Branch1][C][=O][S][C][C][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][C@@H1][Branch2][=Branch1][Ring2][C][Branch1][C][C][Branch1][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C@@H1][C@H1][Branch2][Ring1][N][C@H1][Branch2][Ring1][#Branch1][C@@H1][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][O][P][=Branch1][C][=O][Branch1][C][O][O][O][O]
[C][C][C][C][C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch1][C][C][C].[Cl-1]	CCCC1CCCCC1C(=O)[C@H1](CC(=O)C)C2=CC=CC=C2.[Cl-1]	[C][C][C][NH1+1][C][C][C][C][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][Branch1][Branch2][C][=C][C][=C][Ring1][=Branch1][C][C].[Cl-1]
[C][C][=C][Branch1][=C][C][=Branch1][Branch1][=Branch1][Ring2][=C][Ring1][=Branch1][N+1][=Branch1][Ring1][=N][N+1][=Branch1][C][=O][O-1][C][=O][O-1]	C1C=C(C(C1)[N+1]=N[N+1])C=O	[C][C][=C][C][=Branch1][=N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][N+1][=Branch1][C][=O][O-1]
[C][N][C][=Branch1][C][=O][C][=C][C][N][C][Ring1][#Branch1][=O][N][Ring1]	CNC(=O)C=CCNC=O	[C][N][C][=C][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O]
[C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]	CC(C)CCCCCCCCCCCCCCCC(=O)O	[C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
[C][C][Branch1][C][C][=C][/C][=Branch1][C][=O][S][C][C][C][C][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][C@@H1][C@@H1][Branch2][=Branch1][Ring2][C][C][Branch1][C][Branch1][C][C][O][P][=Branch1][C][=O][Branch1][C][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C@@H1][C@H1][Branch2][Ring1][N][C@H1][Branch2][Ring1][#Branch1][C@@H1][Branch2][Ring1][Branch1][Ring2][O][C][=N][C][=C][Branch1][=Branch2][N][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][P][=Branch1][C][=O][Branch1][C][O][O][O][O]	C1C(C)=C/C(=O)SCCCCC(=O)CCNC(=O)[C@@H1][C@@H1](CCCCOP(=O)COOP(=O)(O)OCC[C@@H1][C@H1]([C@H1][C@@H1]1)C=O)OO	[C][C][Branch1][C][C][/C][=C][/C][=Branch1][C][=O][S][C][C][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][C@@H1][Branch2][=Branch1][Ring2][C][Branch1][C][C][Branch1][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C@@H1][C@H1][Branch2][Ring1][N][C@H1][Branch2][Ring1][#Branch1][C@@H1][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][O][P][=Branch1][C][=O][Branch1][C][O][O][O]
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][O][S][=Branch1][C][=O][C][=Branch1][C][=O][O][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=O][O]	C1=CC=C(C=C1)COS(=O)C(=O)OC(=CC=C)C=O	[C][=C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][S][=Branch1][C][=O][=Branch1][C][=O][O]
